ID,salary_min,salary_max,letter
58544,2120,,H
14485,2399,,H
58542,1952,,H
2027,2399,,H
880,,,H
58540,1674,2112,H
1330,,,H
58522,,,H
10223,,,H
8874,2443,2657,H
58515,2211,2236,H
58528,2043,,H
4213,,,H
90129,2443,2657,H
90131,1946,,H
90138,2443,2657,H
6646,1679,1882,H
9952,,,H
9916,1741,2248,H
15122,,,H
58708,,,H
33207,2944,3256,H
132714,,,H
132716,,,H
132715,,,H
59335,3928,6444,H
129408,2385,2789,H
8297,2820,3159,H
2974,2950,3526,H
94118,,,H
93579,,,H
58341,,,H
57887,,,H
29057,,,H
1534,,,H
1535,3523,4146,H
2685,,,H
2687,,,H
2688,3523,4146,H
126805,,,H
126807,,,H
126803,,,H
1566,,,H
94270,,,H
94013,,,H
59299,3833,5193,H
124273,,,H
124274,,,H
8720,,,H
9213,,,H
6969,,,H
9966,,,H
10009,2477,,H
9994,2477,,H
132012,,,H
132013,,,H
10010,3130,3432,H
9985,2254,2477,H
58319,,,H
14002,3342,,H
58690,4560,6179,H
120095,,,H
120096,,,H
94243,,,H
100960,,,H
14212,,,H
8112,,,H
372,,,H
14005,3342,,H
58710,3782,5798,H
14996,4604,5581,I
15460,,,I
8199,3928,6444,I
7055,2620,3320,I
35275,2620,3320,I
7049,3350,3780,I
27467,4380,5280,I
94389,,,I
93747,,,I
100516,4604,5819,I
59301,,,I
94029,,,I
93987,,,I
59261,,,I
4279,2727,2985,I
93672,,,I
94119,,,I
76430,2985,3135,I
76438,2985,3135,I
3003,,,I
7965,3060,3362,I
34941,2376,2510,I
34948,2376,2510,I
34938,2376,2510,I
34943,2376,2510,I
15711,3746,4164,I
29055,3060,3362,I
6290,4602,5054,I
14383,3646,3960,I
134758,4186,4705,I
6288,4602,5054,I
6130,3781,4626,I
6204,3646,3960,I
6272,3385,,I
6169,3646,3960,I
27531,4174,,I
6168,3646,3960,I
6132,3310,4258,I
6286,4602,5054,I
6260,3523,3848,I
14062,3646,3960,I
6080,3646,3960,I
6289,4602,5054,I
77368,4186,4705,I
6131,3520,4144,I
6135,3781,4626,I
6137,3781,4626,I
6133,3597,4036,I
15186,3646,3960,I
28423,4602,5054,I
30216,3646,3960,I
123751,3646,3960,I
6167,3646,3960,I
6140,4143,4660,I
6208,3646,3960,I
6264,3648,4419,I
6265,4279,,I
6136,3781,4626,I
6077,3646,3960,I
6271,3385,,I
77109,3420,3839,I
6076,3646,3960,I
6263,3338,3833,I
6270,2898,3168,I
6134,3597,4036,I
6268,3611,,I
10235,,,I
15263,3504,3960,I
130192,3135,3646,I
134904,,,I
93944,,,I
94232,,,I
58711,3960,5341,I
15325,4163,4837,I
14997,,,I
93941,,,I
94311,,,I
7087,,,I
134721,3135,3646,I
93622,,,I
93587,,,I
59320,4604,5819,I
2945,3646,3960,I
58713,,,I
93973,,,I
93876,,,I
59321,3928,6444,I
59323,4604,5819,I
59325,4604,5819,I
59327,4604,5819,I
59351,4604,5819,I
58576,3782,5798,I
59345,3782,5798,I
100530,4169,4596,I
58715,4067,5278,I
132072,3928,6444,I
58691,3928,6444,I
58720,6219,,I
58693,4757,5647,I
59347,3829,4329,I
132032,4604,5819,I
58716,4604,5819,I
59354,4604,5819,I
59385,4604,5819,I
59355,4604,5819,I
58717,4604,5819,I
59363,4757,5647,I
58718,4604,5819,I
59367,3283,4596,I
59369,3283,4596,I
58721,4604,5819,I
59371,3520,4144,I
59373,4604,5819,I
58722,3833,5193,I
5149,4604,5819,I
58723,4604,5819,I
58726,5228,,I
58727,5665,,I
58729,4604,5819,I
58731,4604,5819,I
59387,4604,5819,I
58732,4604,5819,I
59389,4604,5819,I
58733,3928,6444,I
59359,4604,5819,I
58734,4604,5819,I
59391,4604,5819,I
59361,4604,5819,I
59393,4604,5819,I
58736,4604,5819,I
58737,4757,5647,I
58738,4604,5819,I
59399,3928,5013,I
100733,4604,5819,I
59401,3928,6444,I
59403,4604,5819,I
100731,4604,5819,I
100529,4604,5819,I
59408,4825,6444,I
15682,4169,4596,I
100523,4604,5819,I
58712,4604,5819,I
59413,4604,5819,I
59418,4757,5647,I
58739,4067,5278,I
59420,3928,6444,I
59423,3749,4759,I
58740,3782,5798,I
59425,3283,4596,I
58742,4604,5819,I
59428,3782,5798,I
59343,3782,5798,I
58744,3928,6444,I
94341,,,I
93654,,,I
59313,4604,5819,I
126577,,,I
126576,,,I
126578,,,I
94009,,,I
94089,,,I
27827,,,I
100517,3283,4596,I
94136,,,I
94134,,,I
6866,4407,5314,I
129505,,,I
93826,,,I
15147,3375,4249,I
8414,,,I
14373,3342,3863,I
5399,3800,4163,I
94261,,,I
94015,,,I
134902,,,I
8384,,,I
100735,6678,,I
120097,,,I
94150,,,I
94220,,,I
94411,,,I
100728,,,I
93838,,,I
94292,,,I
76530,2377,3001,I
94354,,,I
93589,,,I
59431,6678,,I
14716,,,I
15518,2604,3258,I
6783,4604,5581,I
59432,,,I
94062,,,I
94397,,,I
93954,,,I
93893,,,I
4280,2985,3135,I
2173,,,I
89993,3504,3960,I
14040,3800,4367,I
15319,3800,4367,I
7804,3504,3800,I
15307,3504,3960,I
89988,3504,3960,I
93582,,,I
93578,,,I
100508,4604,5819,I
15323,3800,4367,I
15303,3504,3960,I
15321,3800,4367,I
15301,3504,3960,I
94276,,,I
93775,,,I
15299,3504,3960,I
15300,3504,3960,I
2927,3119,3586,I
2909,3135,3646,I
2919,3119,3586,I
2917,3119,3586,I
2918,3119,3586,I
2920,3135,3646,I
89989,3504,3960,I
15295,3504,3960,I
15305,3504,3960,I
58745,,,J
93618,,,J
93703,,,J
94091,,,J
93620,,,J
59113,3749,4759,J
8293,3749,4759,J
94159,,,J
94267,,,J
58746,,,J
94282,,,J
94133,,,J
9047,3928,6444,J
9094,3812,5416,J
9050,3928,6444,J
9049,3928,5013,J
58747,4825,6444,J
59437,4825,6444,J
59439,6678,,J
59441,4825,6444,J
59444,3928,6444,J
7924,2827,3332,J
8252,4825,6444,J
33320,,,J
2581,2950,3526,J
8420,,,K
2801,2151,2744,K
4345,,,K
2479,3342,3863,K
4292,,,K
7672,3800,4163,K
8588,1074,1457,K
8589,1706,3066,K
8584,1706,3066,K
133532,3375,4249,K
4206,,,K
4204,4602,5054,K
7240,,,K
9959,3130,3432,K
58993,6643,7191,K
7225,29907,,K
7229,5700,,K
59006,,,K
9553,,,K
8643,,,K
2183,4078,4594,K
124530,,,K
15166,2991,3184,K
2180,,,K
7099,,,K
7096,,,K
58748,3782,5798,K
93573,,,K
93881,,,K
1826,3060,3362,K
7716,2385,2789,K
7092,2443,2657,K
7717,2389,2708,K
5712,2859,4476,K
51013,2817,3360,K
14078,,,K
15526,3060,3362,K
7018,2395,2849,K
123266,3060,3362,K
35311,2604,3258,K
133555,3060,3362,K
130926,2385,2789,K
6580,2385,2789,K
7134,2654,3050,K
7889,2825,3128,K
133596,2681,2987,K
133597,2681,2987,K
133558,3060,3362,K
33364,2353,3030,K
35279,3060,3362,K
29441,2654,3050,K
33235,2065,2760,K
7131,2656,,K
50904,2833,3234,K
35277,2833,3234,K
100524,,,K
94176,,,K
14061,2699,,K
100534,,,K
93748,,,K
94068,,,K
94233,,,K
76608,2376,2510,K
986,3520,4144,K
1677,2395,,K
59540,4825,6444,K
126857,3088,3582,K
4860,2151,2744,K
15463,4604,5581,K
14517,3135,3646,K
7891,3060,3362,K
7893,3060,3362,K
7991,3060,3362,K
7789,3135,3646,K
7017,2639,3301,K
134755,3800,4367,K
8926,2728,2961,K
8729,4322,5927,K
14335,2047,2178,K
9108,5000,,K
9173,2529,2818,K
9166,3402,5416,K
9174,2529,2818,K
78588,3928,6444,K
14762,2389,2708,K
93647,,,K
93679,,,K
93895,,,K
94294,,,K
94290,,,K
93792,,,K
93272,2347,2464,K
2647,,,K
2648,,,K
2649,3523,4146,K
2645,3116,3523,K
35329,3060,3362,K
27311,5228,,K
1487,,,K
2168,,,K
2225,,,K
2170,3342,3863,K
93268,3928,6444,K
93571,,,K
125538,,,K
94325,,,K
100545,6052,6763,K
59447,4560,6179,K
9768,4560,6179,K
3726,2254,2477,K
94047,,,K
93782,,,K
59449,,,K
8419,,,K
4702,2654,3050,K
29467,2859,4476,K
7799,3060,3362,K
93596,,,K
94201,,,K
59263,4664,,K
59549,,,K
93874,,,K
94111,,,K
93884,,,K
94281,,,K
58750,3782,5798,K
14486,,,K
93590,,,K
94361,,,K
15265,3504,3960,K
59452,,,K
93862,,,K
93788,,,K
3654,2633,,K
3655,3277,3406,K
9760,,,K
35327,3782,5798,K
94064,,,K
94088,,,K
6767,4509,5073,K
5387,3362,3960,K
15892,4604,5819,K
29049,3060,3362,K
94392,,,K
93974,,,K
59002,3800,4163,K
6484,3362,3960,K
7002,,,K
7698,3504,3800,K
27811,,,K
1583,2458,,K
59453,,,K
93686,,,K
93570,,,K
1358,,,K
93656,,,K
94104,,,K
59456,,,K
14624,1741,2248,K
9929,1741,2248,K
126671,2586,2974,K
59457,,,K
7676,3800,4163,K
78472,2000,,K
8550,2000,,K
389,3500,,K
2378,3294,3445,K
7177,2417,,K
7176,,,K
122564,2991,3184,K
27300,2991,3184,K
27298,2991,3184,K
14799,2991,3184,K
122563,2991,3184,K
5230,2859,4476,K
2382,4078,4594,K
14744,3072,4939,K
73548,3678,4375,K
73549,3678,4375,K
125585,3678,4375,K
4784,,,K
8711,4341,6179,K
100538,3928,5013,K
8868,2588,3173,K
8869,2588,3173,K
6833,3325,3821,K
2356,3060,3362,K
27704,,,K
6768,4509,5073,K
6769,2604,3258,K
9794,4560,6179,K
93784,,,K
3723,3130,3432,K
3727,3130,3432,K
29390,2385,2789,K
77942,2000,,K
7074,,,K
3611,2437,,K
3613,3279,4697,K
15411,2404,2553,K
93730,,,K
94268,,,K
4162,,,K
94314,,,K
94040,,,K
15844,,,K
9832,,,K
59460,,,K
59462,,,K
6778,2604,3258,K
14795,2515,3020,K
35219,3112,3675,K
27818,2515,3020,K
58996,3135,3646,K
6563,2385,2789,K
93619,,,K
93832,,,K
4367,,,K
58751,,,K
13991,,,K
59465,,,K
94416,,,K
94188,,,K
14851,3928,6444,K
4548,,,K
1213,2889,2921,K
1221,2889,2921,K
1215,2889,2921,K
93674,,,K
93660,,,K
1219,2889,2921,K
59055,2859,5871,K
8776,2859,5871,K
94222,,,K
94002,,,K
4488,,,K
93600,,,K
93834,,,K
100521,,,K
35328,3928,6444,K
6953,2859,4476,K
7189,2347,2464,K
94296,,,K
100609,,,K
6313,3782,5798,L
4615,3695,4042,L
4617,3695,4042,L
6415,3204,3781,L
7147,3032,3490,L
7453,2270,2392,L
1223,2889,2921,L
124412,2398,2854,L
498,2347,,L
2391,3064,3252,L
100513,3928,6444,L
94138,,,L
93942,,,L
59375,3928,6444,L
93675,,,L
93606,,,L
272,2347,2464,L
6327,3182,3524,L
3815,2699,,L
473,4407,5314,L
475,3782,4897,L
9360,,,L
273,2699,,L
59468,,,L
7066,3258,,L
93905,,,L
94656,,,L
94169,,,L
58753,3782,5798,L
14405,3375,4249,L
5879,3221,3825,L
93769,,,L
94131,,,L
3569,2437,,L
94377,,,L
100515,,,L
94199,,,L
94650,,,L
94206,,,L
94259,,,L
94651,,,L
94071,,,L
94024,,,L
128363,,,L
128364,,,L
128365,,,L
94649,,,L
93803,,,L
94034,,,L
9348,,,L
15104,,,L
14783,,,L
59472,,,L
59474,,,L
9397,,,L
58774,,,L
59476,,,L
59479,,,L
128366,,,L
9428,,,L
30231,,,L
59445,,,L
59446,,,L
9677,2859,5871,L
58450,2859,4476,L
9187,3490,5798,L
9583,3928,5013,L
4559,,,L
5452,3350,3780,L
9096,4458,5904,L
9058,4928,6673,L
30221,4604,5581,L
9669,4604,5581,L
59001,4604,5581,L
29194,4604,5581,L
29360,3544,4254,L
27387,4604,5819,L
7481,3544,4254,L
90139,6075,,L
117757,6075,,L
15487,4604,5819,L
7677,3544,4254,L
27617,3800,4163,L
27616,4604,5581,L
7417,3032,3490,L
90130,5581,,L
90189,5581,,L
59007,6075,6575,L
29358,3544,4254,L
27400,4825,6444,L
7484,4604,5581,L
7486,4604,5819,L
90133,5581,,L
29312,4825,6444,L
8172,2859,4476,L
6894,5581,,L
8121,2859,4476,L
9349,,,L
6608,3800,4163,L
7478,4604,5819,L
9285,,,L
6074,3897,5927,L
78305,2000,,L
8284,4664,,L
27885,3928,6444,L
1088,,,L
128339,,,L
90068,3283,4596,L
27279,,,L
14998,,,L
7075,,,L
59484,,,L
14992,4604,5581,L
2088,2985,3135,L
94359,,,L
93634,,,L
7538,3032,3490,L
77509,3032,3490,L
8764,2531,3524,L
8758,2531,3524,L
93591,,,L
94275,,,L
35013,,,L
7700,3504,3800,L
59021,,,L
93852,,,L
93758,,,L
4347,,,L
7363,,,L
6928,2377,3001,L
94081,,,L
93994,,,L
78574,,,L
8737,2944,3256,L
134292,4604,5819,M
7034,,,M
4591,,,M
4604,2729,3032,M
134955,,,M
15532,2729,3032,M
134954,,,M
15530,2729,3032,M
15534,2729,3032,M
27257,,,M
4596,2729,3032,M
77908,2681,2987,M
58991,2681,2987,M
29234,4604,5581,M
14965,,,M
4664,2376,2510,M
94376,,,M
94391,,,M
93855,,,M
93760,,,M
9757,,,M
132652,2372,3171,M
132657,2832,3228,M
132653,3060,3362,M
132655,2403,2445,M
132656,2403,2445,M
10286,,,M
93646,,,M
94263,,,M
2313,3060,3362,M
1663,2395,,M
1789,3060,3362,M
1798,3060,3362,M
2051,3060,3362,M
94265,,,M
128361,,,M
15200,2000,,M
59491,2000,,M
8734,2944,3256,M
27398,,,M
3259,3279,4697,M
131156,,,M
131157,,,M
9701,4604,5581,M
94192,,,M
93628,,,M
93868,,,M
93897,,,M
59494,4407,5314,M
14087,3060,3362,M
51029,3135,3646,M
3941,4602,5054,M
3938,,,M
14300,,,M
94372,,,M
93706,,,M
27442,,,M
27444,,,M
1195,,,M
93707,,,M
94260,,,M
2868,3135,3646,M
35283,2492,2948,M
7010,2639,3301,M
100729,,,M
124034,,,M
94173,,,M
7012,3499,,M
130733,,,M
14989,4757,5647,M
93908,,,M
93919,,,M
6986,3413,3749,M
93731,,,M
94152,,,M
59265,4664,,M
8533,2820,3159,M
57881,2639,3301,M
57883,2639,3301,M
57885,2639,3301,M
94080,,,M
94248,,,M
58754,3749,4759,M
35281,2639,3301,M
14238,,,M
59502,,,M
94004,,,M
93981,,,M
5528,3800,4163,M
90572,,,M
90574,2372,3171,M
90578,,,M
94300,,,M
94190,,,M
93824,,,M
94423,,,M
58755,,,M
93763,,,M
93681,,,M
58756,3928,6444,M
8982,3210,3535,M
8975,3210,3535,M
8961,3210,3535,M
8981,3210,3535,M
125541,,,M
93878,,,M
94305,,,M
94167,,,M
93882,,,M
94181,,,M
94366,,,M
8343,2825,3128,M
33212,2088,2412,M
29135,3782,5798,M
9013,3025,3227,M
59541,5581,,M
110387,,,M
100543,4560,6179,M
94006,,,M
9755,,,M
14055,2859,4476,M
29518,2934,,M
35287,3182,4182,M
119751,4874,5350,M
100910,3032,3490,M
10252,2859,4476,M
119592,3053,3316,M
35023,3831,,M
8082,3361,3938,M
77114,3053,3316,M
59061,2248,,M
520,2347,2464,M
94424,,,M
94295,,,M
14999,3499,,M
14474,,,M
8568,,,M
90070,5640,6514,M
5584,3800,4163,M
1708,,,M
1696,,,M
1702,,,M
1697,3342,3745,M
2277,,,M
2267,,,M
2266,,,M
2268,3342,3745,M
28987,2985,3135,M
129467,,,M
129468,,,M
1964,,,M
2552,3249,4322,M
2664,3342,3745,M
2665,3060,3362,M
13868,3342,3745,M
2546,3060,3362,M
1939,3241,,M
1925,2985,3135,M
1613,2395,,M
1781,2985,3135,M
1736,2985,3135,M
94229,,,M
94139,,,M
1977,3060,3362,M
2997,,,M
58757,3782,5798,M
93921,,,M
94209,,,M
100536,4560,6179,M
93662,,,M
94043,,,M
93806,,,M
94210,,,M
2757,3135,3646,M
77248,3245,3771,M
3857,4174,,M
6342,3245,3771,M
6343,4174,,M
58758,3782,5798,M
9883,,,M
78388,2000,,M
4801,,,M
133653,3504,3960,M
94226,,,M
94414,,,M
59267,4697,,M
4519,3646,3960,M
77800,2820,3159,M
3353,,,M
3354,3214,3964,M
4434,,,M
59237,3782,5798,M
59507,3782,5798,M
93689,,,M
94278,,,M
3860,4174,,M
59016,,,M
2316,3060,3362,M
2989,2985,3135,M
100526,3928,5013,M
93597,,,M
15735,3104,4308,M
8756,3104,4308,M
2321,3060,3362,M
3882,3018,,M
8445,3413,3749,M
58759,3928,5013,M
94109,,,M
94353,,,M
15019,2443,2657,M
13674,3928,6444,M
8407,,,M
59510,,,M
15923,,,M
8376,3087,4257,M
15926,,,M
8377,,,M
8375,,,M
8379,,,M
15922,,,M
15925,,,M
15924,,,M
73829,2385,2789,M
94066,,,M
129365,,,M
59515,3782,4897,M
9471,2859,4476,M
7077,3928,6444,M
58760,3928,6444,M
94203,,,M
94212,,,M
8599,3413,3749,M
9461,3928,6444,M
94323,,,M
94196,,,M
15421,2859,5871,M
8777,2859,5871,M
93791,,,M
94215,,,M
94298,,,M
94251,,,M
59518,,,M
1275,2372,3171,M
3264,2437,,M
123748,,,N
93823,,,N
106708,,,N
10094,2254,2477,N
8870,2881,3590,N
77370,2124,2704,N
3827,2832,3228,N
94148,,,N
94051,,,N
15095,2825,3128,N
93752,,,N
100533,4757,5647,N
846,,,N
847,,,N
15435,,,N
93655,,,N
13719,,,N
7207,4850,5700,N
67629,,,N
15153,,,N
15154,,,N
59000,5379,5825,N
59004,4850,,N
29423,4732,5124,N
59521,,,N
93576,,,N
94164,,,N
50992,3072,4939,N
50990,3072,,N
101323,,,N
27309,4825,6444,N
93848,,,N
93920,,,N
100509,3928,6444,N
59523,,,N
94250,,,N
94045,,,N
27540,3544,4254,N
10016,2477,,N
6008,3800,4163,N
8247,,,N
7955,,,N
122462,3045,3751,N
93951,,,N
4630,,,O
34975,,,O
10044,3130,3432,O
14784,2367,,O
7048,3350,3780,O
35285,,,O
4343,3342,3863,O
3637,3158,,O
15346,3139,,O
15338,3139,,O
15348,3139,,O
15344,3139,,O
15340,3139,,O
15010,2950,3526,O
14239,3939,,O
93409,3928,6444,O
33366,2944,3256,O
8830,2944,3256,O
7750,3504,3960,O
77931,,,O
78445,2000,,O
78019,2614,2873,O
8105,,,O
5267,4560,6179,O
7736,3504,3960,O
2659,3523,4146,O
132536,,,O
132537,,,O
2651,3116,3523,O
59527,,,O
94239,,,O
94347,,,O
94272,,,O
93632,,,O
3497,,,O
3498,2898,3168,O
122351,,,O
2429,2950,3526,O
8769,2944,3256,O
108809,,,O
58762,4825,6444,O
93749,,,O
93938,,,O
59525,4509,5073,O
9754,3928,6444,O
58761,3782,5798,O
58743,3782,5798,O
90568,2372,3171,P
58763,3928,6444,P
15517,2943,4368,P
93734,,,P
93805,,,P
100546,3928,6444,P
58764,3782,5798,P
2368,2991,3184,P
8630,,,P
93727,,,P
94288,,,P
78502,2808,3121,P
8097,2443,2657,P
4415,,,P
14290,2859,4476,P
4417,,,P
13994,,,P
8417,,,P
9882,4446,5236,P
33228,,,P
7957,,,P
59395,4604,5819,P
93723,,,P
125527,,,P
3659,2633,,P
14714,3504,3960,P
15242,3504,3800,P
3602,2437,,P
134692,,,P
7555,,,P
58385,,,P
27537,3135,4163,P
14995,4604,5581,P
93695,,,P
93629,,,P
58977,3960,5341,P
15408,3504,3800,P
9918,1741,2248,P
538,2347,2464,P
77696,1726,2283,P
77695,1726,2283,P
77694,1726,2283,P
77699,1726,2283,P
77697,1726,2283,P
93870,,,P
93830,,,P
76728,,,P
128448,2840,3745,P
128444,2840,3745,P
128450,2840,3745,P
128446,2840,3745,P
128452,2840,3745,P
286,2347,2464,P
122322,2827,3332,P
130913,3375,4249,P
4078,,,P
14589,3928,6444,P
132173,2881,3387,P
94409,,,P
94271,,,P
58765,3928,6444,P
58987,2859,4476,P
58766,3928,6444,P
1151,3088,3582,P
14042,3866,5058,P
93665,,,P
93669,,,P
13971,4757,5647,P
6717,1945,2287,P
8910,2944,3256,P
94410,,,P
94657,,,P
93599,,,P
58767,,,P
93843,,,P
93801,,,P
59529,4560,6179,P
8042,2389,2708,P
94255,,,P
93641,,,P
93684,,,P
94387,,,P
5826,3182,3524,P
58768,,,P
93933,,,P
94401,,,P
6351,2827,3092,P
8750,2944,3256,P
8747,2944,3256,P
15675,2944,3256,P
93950,,,P
93761,,,P
14958,,,P
3647,1924,2035,P
14595,,,P
4808,,,P
8140,2443,2657,P
58548,3362,3960,P
134693,,,P
14427,,,P
3730,2254,2477,P
13819,4602,5054,P
13823,4602,5054,P
94365,,,P
94153,,,P
14963,,,P
58769,,,P
8157,,,P
8164,,,P
8158,,,P
8159,,,P
8166,,,P
8161,,,P
4442,,,P
4432,,,P
59247,4757,5647,P
94011,,,P
93617,,,P
10095,2477,2718,P
15004,3800,4163,P
7370,2353,3030,P
7005,3800,4163,P
2713,3025,3227,P
131057,,,P
131058,,,P
9736,3800,4163,P
126829,3431,4360,P
14575,2859,4476,P
129410,2894,2976,P
34944,3497,3596,P
8287,3928,6444,P
14241,3176,3404,P
133712,3283,4596,P
93605,,,P
93873,,,P
100544,4604,5819,P
14494,3221,,P
94345,,,P
94342,,,P
8477,2706,3307,P
59019,4604,5819,P
6672,2826,3420,P
8514,1049,1387,P
34950,2949,3171,P
59018,4604,5819,P
35334,3176,3404,P
33210,2403,2445,P
94247,,,P
93603,,,P
67789,3060,3362,P
7513,3544,4254,P
7526,3279,4697,P
51106,2111,3221,P
34937,2403,2445,P
13926,,,P
28948,,,P
9184,,,P
134903,,,P
7737,3504,3960,P
59017,3504,3800,P
5542,3800,4163,P
15893,4604,5819,P
27393,3283,4596,P
94235,,,P
93937,,,P
27358,,,P
9182,,,P
77048,3800,4163,P
67111,3800,4163,P
73720,3800,4163,P
133769,4163,4837,P
58972,3800,4163,P
134312,5980,7186,P
130893,2446,2983,P
59100,6148,7018,P
58770,3928,6444,P
93692,,,P
93854,,,P
15483,2859,4476,P
8730,4825,6444,P
94293,,,P
130147,,,P
118890,4825,6444,P
133612,,,P
120093,,,P
94075,,,P
94332,,,P
59025,,,P
15590,,,P
59558,,,P
10056,,,P
14512,2985,,P
27491,2859,4476,Q
5231,4604,5819,Q
4687,3060,3362,Q
93610,,,Q
100531,4604,5819,Q
6066,3362,3960,Q
74188,,,R
15354,,,R
27779,,,R
4405,,,R
4406,4602,5054,R
4425,,,R
94128,,,R
93635,,,R
7683,,,R
59085,,,R
8241,,,R
7959,,,R
7958,,,R
8259,,,R
8235,,,R
6885,4825,6444,R
93746,,,R
94654,,,R
93865,,,R
15005,4604,5581,R
14103,2417,,R
14647,3939,,R
14715,2639,3301,R
14847,,,R
13845,4604,5819,R
14016,3362,3960,R
13955,3891,4803,R
27315,4757,5647,R
94399,,,R
93820,,,R
73948,1468,,R
94032,,,R
94205,,,R
94186,,,R
93687,,,R
93714,,,R
93704,,,R
93577,,,R
93922,,,R
94094,,,R
94018,,,R
93998,,,R
93875,,,R
59561,,,R
59563,,,R
59565,,,R
59567,,,R
59569,,,R
59573,,,R
8386,,,R
34925,3928,5013,R
8018,2063,2450,R
15006,4757,5647,R
93781,,,R
94027,,,R
59577,3480,4600,R
14491,2991,3184,R
7097,2656,,R
28769,2065,2760,R
6963,,,R
6962,,,R
9535,,,R
15663,,,R
34982,,,R
112580,,,R
9183,,,R
14585,4604,5581,R
93631,,,R
93776,,,R
101504,,,R
94074,,,R
94151,,,R
94273,,,R
58771,3928,6444,R
100527,,,R
59579,3928,6444,R
93962,,,R
94371,,,R
59580,,,R
15001,,,R
29046,4407,5314,R
4353,,,R
133552,4604,5819,R
7413,2000,,R
15008,,,R
10017,2254,2477,R
133652,4604,5819,R
10054,2477,,R
9961,3130,3432,R
10045,3130,3432,R
59583,3782,5798,R
58507,3500,4739,R
59023,3928,5013,R
133419,3249,4322,R
58506,2859,4476,R
133414,4078,4594,R
133415,4078,4594,R
4607,,,R
3975,4602,5054,R
14287,4751,,R
133417,3249,4322,R
15512,2859,4476,R
58510,2859,4476,R
4416,2859,4476,R
4428,4602,5054,R
8426,2859,4476,R
884,2859,4476,R
4265,4602,5054,R
4507,3960,4737,R
70151,2859,4476,R
4641,3960,4737,R
4032,4602,5054,R
8883,,,R
14404,,,R
94191,,,R
93811,,,R
8888,2469,3049,R
14410,,,R
134896,,,R
698,4108,4695,R
713,2347,2464,R
714,2699,,R
27384,4604,5581,R
94049,,,R
93764,,,R
59584,3928,6444,R
14069,,,R
6886,4407,5314,R
94184,,,R
15003,4509,5073,R
6357,3375,4249,R
4879,3060,3362,R
93697,,,R
93867,,,R
8980,2944,3256,R
6358,3375,4249,R
4312,,,R
2243,,,R
2234,,,R
2085,3060,3362,R
2233,,,R
93930,,,R
93652,,,R
27530,,,R
4569,3523,4146,R
59588,,,R
59590,,,R
73688,,,R
59592,,,R
59594,,,R
93975,,,R
94044,,,R
94039,,,R
94419,,,R
93726,,,R
94154,,,R
93691,,,R
94017,,,R
93816,,,R
94055,,,R
10027,3130,3432,R
3731,2254,2477,R
1911,3060,3362,R
8133,1924,2254,S
7542,3032,3490,S
7359,3881,5676,S
8401,2000,,S
8397,2000,,S
28331,4604,5581,S
93983,,,S
3540,3526,3805,S
35029,2178,,S
35025,2178,,S
35027,2178,,S
3733,2254,2477,S
8742,2825,3128,S
1377,,,S
6887,2833,3234,S
27396,,,S
29471,,,S
10290,2735,3224,S
94046,,,S
128359,,,S
8412,2000,,S
8411,2000,,S
7081,,,S
15932,,,S
59020,3781,4626,S
4041,,,S
7106,2701,3782,S
10279,,,S
93949,,,S
94117,,,S
6920,2433,2853,S
6921,2433,2853,S
94356,,,S
93709,,,S
59012,4447,5018,S
94417,,,S
7255,,,S
14506,,,S
2784,4447,4817,S
7254,4732,5124,S
7300,3027,3505,S
7298,,,S
29405,5272,5704,S
7247,5272,5704,S
29413,5272,5704,S
3753,3890,4629,S
7040,2433,2853,S
7262,4629,,S
7273,3890,4586,S
10281,,,S
10060,3102,3890,S
8491,,,S
8492,3342,3745,S
4057,,,S
7318,2825,3128,S
93906,,,S
94266,,,S
59255,5363,5720,S
2574,,,S
2136,3342,3745,S
15931,,,S
5945,3279,4697,S
3957,,,S
8213,,,S
8214,,,S
35205,2820,3159,S
1345,3420,3839,S
3513,2125,2489,S
3487,,,S
3490,2898,3168,S
3502,2898,3168,S
9342,2827,3092,S
130251,,,S
109458,,,S
9309,,,S
9345,,,S
109427,4825,6444,S
9462,3928,6444,S
9303,,,S
9764,4560,6179,S
9036,3782,5798,S
4118,,,S
15545,3060,3362,S
2050,3060,3362,S
2047,3060,3362,S
2054,3060,3362,S
2053,3060,3362,S
2041,,,S
4906,4604,5819,S
27258,3342,,S
14008,3342,3745,S
5388,3800,4163,S
2074,,,S
30257,3342,3863,S
8866,2588,3173,S
119249,2825,3128,S
27269,2099,2497,S
27270,2099,2497,S
132574,,,S
9554,,,S
9495,,,S
3379,2403,2445,S
3380,3768,,S
7143,2563,2640,S
3045,2403,2445,S
3046,3768,,S
15009,3060,3362,S
14912,3504,3800,S
59015,,,S
59598,,,S
93964,,,S
93910,,,S
93835,,,S
94132,,,S
126685,,,S
134905,,,S
35309,2509,2649,S
33360,2382,,S
5030,4604,5819,S
6972,2377,3001,S
70148,,,S
126753,3504,3960,S
14006,3135,3646,S
28758,3135,3646,S
94059,,,S
94103,,,S
69769,,,S
134232,,,S
94155,,,S
94021,,,S
15269,3504,3960,S
1470,3420,3839,S
13655,3695,,S
58772,,,S
94012,,,S
94189,,,S
134237,4604,5819,S
58773,,,S
93903,,,S
93840,,,S
13874,,,S
9483,,,S
59606,,,S
59608,,,S
59602,,,S
94369,,,S
93892,,,S
94315,,,S
93912,,,S
93710,,,S
93931,,,S
