letter,ID
R,59565
R,59567
R,59569
R,59573
R,8386
R,34925
R,8018
R,15006
R,93781
R,94027
R,59577
R,14491
R,7097
R,28769
R,6963
R,6962
R,9535
R,15663
R,34982
R,112580
R,9183
R,14585
R,93631
R,93776
R,101504
R,94074
R,94151
R,94273
R,58771
R,100527
R,59579
R,93962
R,94371
R,59580
R,15001
R,29046
R,4353
R,133552
R,7413
R,15008
R,10017
R,133652
R,10054
R,9961
R,10045
R,59583
R,58507
R,59023
R,133419
R,58506
R,133414
R,133415
R,4607
R,3975
R,14287
R,133417
R,15512
R,58510
R,4416
R,4428
R,8426
R,884
R,4265
R,4507
R,70151
R,4641
R,4032
R,8883
R,14404
R,94191
R,93811
R,8888
R,14410
R,134896
R,698
R,713
R,714
R,27384
R,94049
R,93764
R,59584
R,14069
R,6886
R,94184
R,15003
R,6357
R,4879
R,93697
R,93867
R,8980
R,6358
R,4312
R,2243
R,2234
R,2085
R,2233
R,93930
R,93652
R,27530
R,4569
R,59588
R,59590
R,73688
R,59592
R,59594
R,93975
R,94044
R,94039
R,94419
R,93726
R,94154
R,93691
R,94017
R,93816
R,94055
R,10027
R,3731
R,1911
S,8133
S,7542
S,7359
S,8401
S,8397
S,28331
S,93983
S,3540
S,35029
S,35025
S,35027
S,3733
S,8742
S,1377
S,6887
S,27396
S,29471
S,10290
S,94046
S,128359
S,8412
S,8411
S,7081
S,15932
S,59020
S,4041
S,7106
S,10279
S,93949
S,94117
S,6920
S,6921
S,94356
S,93709
S,59012
S,94417
S,7255
S,14506
S,2784
S,7254
S,7300
S,7298
S,29405
S,7247
S,29413
S,3753
S,7040
S,7262
S,7273
S,10281
S,10060
S,8491
S,8492
S,4057
S,7318
S,93906
S,94266
S,59255
S,2574
S,2136
S,15931
S,5945
S,3957
S,8213
S,8214
S,35205
S,1345
S,3513
S,3487
S,3490
S,3502
S,9342
S,130251
S,109458
S,9309
S,9345
S,109427
S,9462
S,9303
S,9764
S,9036
S,4118
S,15545
S,2050
S,2047
S,2054
S,2053
S,2041
S,4906
S,27258
S,14008
S,5388
S,2074
S,30257
S,8866
S,119249
S,27269
S,27270
S,132574
S,9554
S,9495
S,3379
S,3380
S,7143
S,3045
S,3046
S,15009
S,14912
S,59015
S,59598
S,93964
S,93910
S,93835
S,94132
S,126685
S,134905
S,35309
S,33360
S,5030
S,6972
S,70148
S,126753
S,14006
S,28758
S,94059
S,94103
S,69769
S,134232
S,94155
S,94021
S,15269
S,1470
S,13655
S,58772
S,94012
S,94189
S,134237
S,58773
S,93903
S,93840
S,13874
S,9483
S,59606
S,59608
S,59602
S,94369
S,93892
S,94315
S,93912
S,93710
S,93931
S,93670
S,15650
S,126684
S,130165
S,15274
S,15260
S,94195
S,93624
S,9941
S,15491
S,93552
S,8400
S,8408
S,59059
S,15835
S,8415
S,29391
S,59614
S,59616
S,124271
S,124272
S,9089
S,58775
S,9031
S,93948
S,94317
S,94208
S,93966
S,9014
S,59618
S,93857
S,94415
S,9170
S,59553
S,58505
S,94140
S,7930
S,7936
S,7946
S,7931
S,7932
S,93680
S,93585
S,58776
S,100532
S,94127
S,93693
S,1455
S,14470
S,4188
S,14339
S,8778
S,2704
S,1823
S,14449
S,15680
S,15652
S,58343
S,4563
S,9477
S,9591
S,93594
S,94223
S,15648
S,59684
S,100518
S,93623
S,14408
S,93955
S,93673
S,14706
S,94157
S,94083
S,58777
S,8763
S,59622
S,59625
S,776
S,13824
S,14692
S,14407
S,3048
S,93800
S,94336
S,14071
S,59411
S,94326
S,94390
S,59338
S,491
S,122285
S,5110
S,28020
S,14790
S,94042
S,93961
S,58778
S,7440
S,864
S,58966
S,863
S,862
S,8865
S,7567
S,7573
S,7296
S,94349
S,93715
S,8198
S,8861
S,8197
S,14018
S,108543
S,4105
S,4107
S,7194
S,7195
S,9090
S,4248
S,14295
S,4249
S,34931
S,8607
S,6607
S,9038
S,9770
S,124029
S,8725
S,14283
S,9497
S,15543
S,8251
S,51015
S,7741
S,94031
S,93985
S,5525
S,117134
S,59626
S,59629
S,94105
S,94137
T,8406
T,9942
T,33346
T,134899
T,134895
T,6722
T,94054
T,93984
T,15677
T,8755
T,120094
T,9511
T,15664
T,13950
T,7166
T,14065
T,14302
T,5620
T,8506
T,5572
T,2874
T,6379
T,13625
T,33197
T,90571
T,90588
T,448
T,5687
T,29470
T,5631
T,5688
T,5644
T,5654
T,5621
T,5671
T,5933
T,5932
T,5936
T,5727
T,6316
T,5762
T,5802
T,5797
T,5798
T,5795
T,5996
T,126659
T,5573
T,5521
T,5536
T,5505
T,10143
T,58501
T,5811
T,58499
T,5813
T,5444
T,14056
T,6462
T,5820
T,660
T,58473
T,14565
T,15686
T,6067
T,5776
T,5986
T,5983
T,134253
T,5984
T,6069
T,5458
T,123342
T,5966
T,5958
T,7849
T,58471
T,7845
T,5460
T,6046
T,5423
T,5980
T,5842
T,5422
T,5992
T,5876
T,14381
T,5873
T,14379
T,93488
T,14501
T,5875
T,59027
T,5429
T,5407
T,5411
T,5386
T,5409
T,5390
T,5485
T,5338
T,5413
T,5488
T,5486
T,123606
T,5414
T,5576
T,6047
T,58467
T,5646
T,5643
T,58463
T,5878
T,5490
T,58460
T,5959
T,5827
T,134753
T,5463
T,5930
T,5938
T,5716
T,5981
T,58440
T,444
T,58477
T,6054
T,6051
T,6055
T,6056
T,6020
T,58456
T,5701
T,13752
T,5841
T,89228
T,6004
T,93880
T,94404
T,94084
T,94331
T,9695
T,9734
T,6602
T,14899
T,14897
T,8014
T,9733
T,8004
T,3388
T,8512
T,76568
T,76569
T,76573
T,67654
T,8291
T,58779
T,5233
T,90585
T,90575
T,90591
T,29420
T,93887
T,94108
T,93742
T,125529
T,93722
T,94245
T,93992
T,93794
T,59498
T,3642
T,5360
T,7389
T,7391
T,9546
T,4393
T,28874
T,7184
T,15887
T,7329
T,15589
T,126794
T,126796
T,93588
T,94339
T,124276
T,124275
T,59271
T,1457
T,90014
T,90019
T,90008
T,90017
T,90013
T,90011
T,122405
T,6419
T,10211
T,10213
T,59042
T,13673
T,13672
T,93614
T,94007
T,3261
T,94146
T,94135
T,58780
T,58699
T,100512
T,90388
T,122501
T,58749
T,59633
T,94238
T,94073
T,94653
T,94308
T,94028
T,93812
T,93859
T,122463
T,94280
T,93572
T,94648
T,94067
T,94092
T,128348
T,94318
T,1083
T,1084
T,132661
T,132660
T,132662
T,132663
T,132659
T,59339
T,807
T,3768
T,58781
T,134901
T,565
T,526
T,8222
T,550
T,93667
T,93785
T,33214
T,547
T,531
T,533
T,532
T,9851
T,112023
T,330
T,367
T,313
T,319
T,361
T,329
T,368
T,312
T,318
T,360
T,4460
T,14297
T,4483
T,4471
T,93923
T,120100
T,8521
T,58782
T,8522
T,93277
T,94085
T,94038
T,13620
T,14043
T,5275
T,94183
T,14067
T,7427
T,35004
T,15930
T,4019
T,7558
T,15507
T,4289
T,4191
T,2325
T,59637
T,94309
T,93902
U,66477
U,2502
U,2503
U,8203
U,5295
U,8196
U,93883
U,93972
U,59311
U,27622
U,6321
U,6045
U,93968
U,93822
U,94364
U,94287
U,59639
U,6898
U,7505
U,93831
U,94112
U,93644
U,94413
U,2084
U,130999
V,14990
V,14448
V,94302
V,94340
V,14401
V,10147
V,1211
V,119370
V,50949
V,1208
V,1209
V,50947
V,1210
V,4613
V,15146
V,14318
V,27429
V,946
V,948
V,949
V,947
V,950
V,94102
V,94160
V,130257
V,130255
V,130918
V,130922
V,130919
V,130923
V,4640
V,4642
V,14075
V,27310
V,27495
V,6628
V,14354
V,27351
V,6641
V,631
V,129226
V,14587
V,6614
V,59341
V,93783
V,124465
V,7340
V,93762
V,93608
V,15608
V,9771
V,15524
V,7003
V,6686
V,58741
V,94095
V,94427
V,77492
V,77495
V,7068
V,7072
V,93997
V,93595
V,14347
V,6888
V,6880
V,94057
V,94070
V,6889
V,6890
V,7058
V,6895
V,6892
V,6881
V,94035
V,94019
V,27352
V,6609
V,7509
V,34926
V,15907
V,5545
V,409
V,33220
V,7603
V,29138
V,7934
V,7933
V,7929
V,14349
V,7944
V,7925
V,93568
V,59317
V,15695
V,94227
V,93643
V,59641
V,59643
V,2032
V,8989
V,14200
V,134192
V,9926
V,14220
V,8748
V,59645
V,58783
V,94147
V,93658
V,50899
V,133723
V,133714
V,133721
V,4620
V,133713
V,6411
V,3929
V,133717
V,133715
V,133716
V,133726
V,490
V,133722
V,133719
V,133718
V,133727
V,133724
V,842
V,133720
V,4185
V,133725
V,1942
V,4448
V,78510
W,7152
W,130170
W,1164
W,4278
W,4281
W,4293
W,29045
W,8636
W,93886
W,93729
W,1628
W,7419
W,104708
W,2317
W,94286
W,93728
W,4171
W,58502
W,4765
W,9484
W,15125
W,8637
W,93711
W,94171
W,452
W,3777
W,450
W,122362
W,35001
W,59029
W,6981
W,7026
W,93678
W,94313
W,6226
W,76769
W,51006
W,8010
W,8844
W,3939
W,13822
W,8072
W,6082
W,126855
W,122368
W,6376
W,122367
W,6375
W,94050
W,94351
W,29051
W,1921
W,6779
W,6793
W,7079
W,716
W,294
W,295
W,15426
W,582
W,10129
W,412
W,3861
W,457
W,9751
W,94291
W,93753
W,59249
W,14552
W,133032
W,34966
W,34965
W,59647
W,93916
W,93569
W,28611
W,58784
W,7846
W,58785
W,94076
W,93653
W,58786
W,59500
W,58787
W,94093
W,93645
W,94058
W,93844
W,59543
W,7564
W,59555
W,93879
W,93894
W,93971
W,93735
W,8317
W,94072
W,94110
W,9272
W,130953
Y,9603
Z,7101
Z,10053
Z,58788
Z,8949
Z,93780
Z,94060
Z,14704
Z,8931
Z,28260
Z,15490
Z,2622
Z,2619
Z,2623
Z,8605
Z,29053
Z,4042
Z,4010
Z,14299
Z,4011
Z,14076
Z,7121
Z,7175
Z,10052
Z,100528
Z,124509
Z,124510
Z,2682
Z,3271
Z,122259
Z,122260
Z,2474
Z,2473
Z,124409
Z,124410
Z,59008
Z,9015
